,Date,Price,Open,High,Low,Vol.,Change %,Currency
2457,04/17/2014,414.0,413.1,415.5,412.4,,0.00%,USD
2458,04/16/2014,414.0,414.0,415.5,412.5,,-0.17%,USD
2459,04/15/2014,414.72,413.25,414.72,413.25,,-0.07%,USD
2460,04/14/2014,415.0,415.0,416.17,413.25,,-0.26%,USD
2461,04/11/2014,416.1,415.2,416.44,414.25,,0.02%,USD
2462,04/10/2014,416.0,414.8,416.66,414.5,,0.12%,USD
2463,04/09/2014,415.5,414.5,416.38,414.0,,0.00%,USD
2464,04/08/2014,415.5,414.7,415.7,414.0,,-0.02%,USD
2465,04/07/2014,415.6,414.5,415.6,414.0,,0.05%,USD
2466,04/04/2014,415.4,414.3,415.6,414.2,,0.02%,USD
2467,04/03/2014,415.3,413.9,415.7,413.9,,0.07%,USD
2468,04/02/2014,415.0,413.0,415.5,412.9,,0.24%,USD
2469,04/01/2014,414.0,412.9,415.5,411.0,,0.02%,USD
2470,03/31/2014,413.9,413.0,415.5,412.9,,-0.05%,USD
2471,03/28/2014,414.1,412.0,414.2,411.7,,1.06%,USD
2472,03/27/2014,409.74,411.0,412.1,409.74,,-0.55%,USD
2473,03/26/2014,412.0,411.9,413.5,410.0,,-0.17%,USD
2474,03/25/2014,412.7,412.8,415.5,410.75,,-0.19%,USD
2475,03/24/2014,413.5,413.0,415.5,412.4,,-0.27%,USD
2476,03/21/2014,414.6,413.8,415.5,412.75,,-0.05%,USD
2477,03/20/2014,414.8,414.1,415.5,412.75,,-0.17%,USD
2478,03/19/2014,415.5,412.25,416.16,412.25,,0.54%,USD
2479,03/18/2014,413.25,414.2,416.21,412.25,,-0.49%,USD
2480,03/17/2014,415.3,414.1,415.96,412.75,,0.05%,USD
2481,03/14/2014,415.1,413.5,415.56,412.75,,0.02%,USD
2482,03/13/2014,415.0,414.2,415.3,413.5,,0.02%,USD
2483,03/12/2014,414.9,414.0,415.94,413.9,,0.40%,USD
2484,03/11/2014,413.25,413.9,415.0,412.25,,-0.38%,USD
2485,03/10/2014,414.84,413.5,414.84,413.5,,0.73%,USD
2486,03/07/2014,411.84,414.0,414.54,411.84,,0.00%,USD
2487,03/06/2014,411.84,414.0,414.66,411.84,,-0.62%,USD
2488,03/05/2014,414.4,412.9,414.4,412.8,,0.83%,USD
2489,03/04/2014,411.0,413.0,413.1,410.7,,0.14%,USD
2490,03/03/2014,410.43,412.9,413.6,410.43,,0.00%,USD
2491,02/28/2014,410.43,412.5,413.15,410.07,,0.09%,USD
2492,02/27/2014,410.07,412.0,412.93,409.74,,0.06%,USD
2493,02/26/2014,409.84,412.25,412.76,409.74,,0.02%,USD
2494,02/25/2014,409.74,411.5,412.73,409.74,,0.14%,USD
2495,02/24/2014,409.16,411.5,412.75,409.16,,0.00%,USD
2496,02/21/2014,409.16,411.75,412.5,409.16,,-0.76%,USD
2497,02/20/2014,412.3,411.5,413.44,411.2,,0.78%,USD
2498,02/19/2014,409.11,412.3,412.3,409.11,,-0.99%,USD
2499,02/18/2014,413.2,412.1,413.3,410.5,,0.34%,USD
2500,02/17/2014,411.79,411.5,412.0,411.0,,0.70%,USD
2501,02/14/2014,408.91,411.5,412.1,408.91,,-0.15%,USD
2502,02/13/2014,409.51,411.25,412.3,409.51,,0.08%,USD
2503,02/12/2014,409.2,411.49,412.5,409.2,,0.00%,USD
2504,02/11/2014,409.2,410.5,411.6,409.2,,0.30%,USD
2505,02/10/2014,407.98,409.0,411.01,407.82,,0.04%,USD
2506,02/07/2014,407.82,405.5,410.5,405.5,,0.14%,USD
2507,02/06/2014,407.25,408.5,410.75,405.5,,0.40%,USD
2508,02/05/2014,405.63,409.5,410.15,405.63,,-0.36%,USD
2509,02/04/2014,407.09,409.5,409.94,405.5,,0.11%,USD
2510,02/03/2014,406.63,407.0,409.5,405.5,,0.17%,USD
2511,01/31/2014,405.96,407.0,408.11,405.0,,0.00%,USD
2512,01/30/2014,405.96,405.5,409.04,405.5,,0.00%,USD
2513,01/29/2014,405.96,405.5,409.03,405.5,,0.77%,USD
2514,01/28/2014,402.85,405.5,405.5,402.85,,-0.75%,USD
2515,01/27/2014,405.89,405.5,405.89,405.5,,0.00%,USD
2516,01/24/2014,405.89,406.75,408.48,405.5,,-0.54%,USD
2517,01/23/2014,408.1,406.5,408.5,405.5,,0.91%,USD
2518,01/22/2014,404.4,406.0,406.99,402.46,,-0.52%,USD
2519,01/21/2014,406.5,405.5,407.37,405.25,,0.77%,USD
2520,01/20/2014,403.39,406.0,406.35,403.39,,-0.67%,USD
2521,01/17/2014,406.1,406.0,406.1,404.5,,0.05%,USD
2522,01/16/2014,405.9,404.25,407.25,404.25,,-0.15%,USD
2523,01/15/2014,406.5,406.5,408.6,404.5,,-0.09%,USD
2524,01/14/2014,406.85,406.5,408.4,404.5,,-0.34%,USD
2525,01/13/2014,408.25,407.5,409.66,404.5,,-0.11%,USD
2526,01/10/2014,408.7,406.75,409.09,404.5,,0.36%,USD
2527,01/09/2014,407.25,405.75,407.61,403.84,,1.07%,USD
2528,01/08/2014,402.95,405.64,405.64,402.95,,-0.63%,USD
2529,01/07/2014,405.5,404.5,405.5,404.5,,2.66%,USD
2530,01/06/2014,395.01,395.01,395.01,395.01,,-0.28%,USD
2531,01/03/2014,396.11,396.11,396.11,396.11,,-0.75%,USD
2532,01/02/2014,399.11,399.11,399.11,399.11,,-0.59%,USD
2533,01/01/2014,401.47,401.47,401.47,401.47,,0.00%,USD
2534,12/31/2013,401.47,404.5,404.5,401.47,,-0.16%,USD
2535,12/30/2013,402.12,404.5,404.5,402.12,,0.00%,USD
2536,12/27/2013,402.12,403.5,405.12,402.12,,0.29%,USD
2537,12/26/2013,400.97,403.5,404.9,400.97,,-1.00%,USD
2538,12/25/2013,405.0,403.5,406.01,403.5,,0.06%,USD
2539,12/24/2013,404.75,404.5,406.53,403.5,,0.55%,USD
2540,12/23/2013,402.53,404.5,404.5,402.53,,0.01%,USD
2541,12/20/2013,402.5,403.75,405.54,402.5,,0.41%,USD
2542,12/19/2013,400.87,404.5,405.35,400.87,,-0.31%,USD
2543,12/18/2013,402.11,404.0,404.5,402.11,,0.04%,USD
2544,12/17/2013,401.93,404.0,404.97,401.93,,-0.74%,USD
2545,12/16/2013,404.94,403.5,404.94,403.5,,0.99%,USD
2546,12/13/2013,400.97,404.0,404.0,400.97,,-0.15%,USD
2547,12/12/2013,401.59,403.5,404.77,401.59,,-0.80%,USD
2548,12/11/2013,404.84,403.0,404.84,402.75,,1.28%,USD
2549,12/10/2013,399.73,403.5,404.0,399.73,,-1.18%,USD
2550,12/09/2013,404.5,405.5,406.5,403.5,,0.19%,USD
2551,12/06/2013,403.75,406.0,407.0,403.5,,0.12%,USD
2552,12/05/2013,403.25,403.5,407.0,403.25,,-0.80%,USD
2553,12/04/2013,406.5,403.5,406.6,403.5,,0.25%,USD
2554,12/03/2013,405.5,403.5,405.6,400.72,,1.38%,USD
2555,12/02/2013,399.98,403.5,403.5,399.98,,-1.12%,USD
2556,11/29/2013,404.5,402.5,404.5,402.25,,0.12%,USD
2557,11/28/2013,404.0,403.3,404.0,402.0,,-0.10%,USD
2558,11/27/2013,404.4,403.8,405.0,400.79,,0.04%,USD
2559,11/26/2013,404.25,403.5,404.75,402.75,,0.82%,USD
2560,11/25/2013,400.97,403.5,404.43,400.97,,-1.00%,USD
2561,11/22/2013,405.01,403.5,405.01,402.5,,0.00%,USD
2562,11/21/2013,405.01,404.0,405.01,403.0,,-0.07%,USD
2563,11/20/2013,405.3,404.0,406.01,403.5,,0.25%,USD
2564,11/19/2013,404.3,404.0,406.0,403.0,,0.07%,USD
2565,11/18/2013,404.0,404.0,405.8,402.25,,0.51%,USD
2566,11/15/2013,401.96,404.0,405.63,401.96,,0.00%,USD
2567,11/14/2013,401.96,404.0,405.63,401.96,,-0.92%,USD
2568,11/13/2013,405.7,404.0,406.39,403.0,,-0.02%,USD
2569,11/12/2013,405.8,404.0,406.43,403.0,,0.20%,USD
2570,11/11/2013,405.0,404.0,406.43,403.0,,-0.07%,USD
2571,11/08/2013,405.3,404.0,406.95,403.5,,0.53%,USD
2572,11/07/2013,403.17,404.0,405.5,403.17,,0.00%,USD
2573,11/06/2013,403.17,404.0,406.22,403.17,,-0.70%,USD
2574,11/05/2013,406.0,404.0,406.77,404.0,,0.12%,USD
2575,11/04/2013,405.5,404.0,406.29,403.5,,0.25%,USD
2576,11/01/2013,404.5,404.0,405.0,403.5,,0.66%,USD
2577,10/31/2013,401.86,404.0,405.3,401.86,,0.00%,USD
2578,10/30/2013,401.86,404.0,405.3,401.86,,0.00%,USD
2579,10/29/2013,401.86,404.0,405.54,401.86,,-1.00%,USD
2580,10/28/2013,405.9,404.0,406.76,404.0,,-0.02%,USD
2581,10/25/2013,406.0,404.5,406.1,401.96,,1.10%,USD
2582,10/24/2013,401.57,404.6,405.51,401.57,,-0.99%,USD
2583,10/23/2013,405.6,404.0,406.0,401.57,,0.02%,USD
2584,10/22/2013,405.5,405.0,407.51,404.0,,0.00%,USD
2585,10/21/2013,405.5,405.0,407.51,404.0,,0.50%,USD
2586,10/18/2013,403.47,405.0,406.51,403.47,,-0.89%,USD
2587,10/17/2013,407.1,406.0,407.36,404.0,,0.07%,USD
2588,10/16/2013,406.8,406.0,407.89,405.25,,-0.12%,USD
2589,10/15/2013,407.3,407.0,408.75,405.0,,0.73%,USD
2590,10/14/2013,404.34,404.0,408.37,404.0,,-1.14%,USD
2591,10/11/2013,409.0,407.5,409.14,407.0,,0.15%,USD
2592,10/10/2013,408.4,404.0,408.6,404.0,,1.28%,USD
2593,10/09/2013,403.25,404.0,406.35,403.25,,-0.80%,USD
2594,10/08/2013,406.51,404.0,406.75,404.0,,0.26%,USD
2595,10/07/2013,405.45,404.0,406.59,404.0,,0.95%,USD
2596,10/04/2013,401.65,404.5,404.75,401.65,,-1.00%,USD
2597,10/03/2013,405.69,404.0,406.33,404.0,,0.05%,USD
2598,10/02/2013,405.5,404.0,406.4,404.0,,0.04%,USD
2599,10/01/2013,405.34,404.0,405.34,403.5,,0.01%,USD
2600,09/30/2013,405.29,404.0,405.29,403.75,,-0.05%,USD
2601,09/27/2013,405.5,404.25,406.62,403.5,,-0.09%,USD
2602,09/26/2013,405.86,404.0,405.86,404.0,,1.03%,USD
2603,09/25/2013,401.71,404.0,405.0,401.71,,0.01%,USD
2604,09/24/2013,401.66,407.5,407.5,401.66,,-1.07%,USD
2605,09/23/2013,406.0,404.25,406.0,404.25,,0.78%,USD
2606,09/20/2013,402.86,407.5,407.5,402.86,,-1.14%,USD
2607,09/19/2013,407.49,407.5,407.5,405.0,,-0.31%,USD
2608,09/18/2013,408.74,407.5,408.74,406.25,,-0.21%,USD
2609,09/17/2013,409.61,407.5,409.61,407.25,,1.03%,USD
2610,09/16/2013,405.44,407.5,407.5,405.44,,-0.99%,USD
2611,09/13/2013,409.5,408.0,409.5,407.5,,0.05%,USD
2612,09/12/2013,409.28,408.0,409.28,407.5,,-0.08%,USD
2613,09/11/2013,409.6,407.5,409.6,407.5,,0.12%,USD
2614,09/10/2013,409.12,411.0,412.38,407.5,,-0.58%,USD
2615,09/09/2013,411.5,411.0,411.5,409.0,,-0.16%,USD
2616,09/06/2013,412.14,410.75,412.14,410.0,,0.03%,USD
2617,09/05/2013,412.0,408.5,412.0,408.5,,-0.18%,USD
2618,09/04/2013,412.75,408.5,412.75,408.5,,1.23%,USD
2619,09/03/2013,407.73,405.5,409.25,405.5,,0.24%,USD
2620,09/02/2013,406.76,404.5,406.76,404.5,,0.89%,USD
2621,08/30/2013,403.19,404.5,406.24,403.19,,-0.67%,USD
2622,08/29/2013,405.91,404.5,405.91,404.5,,-0.01%,USD
2623,08/28/2013,405.95,404.5,405.95,404.5,,0.00%,USD
2624,08/27/2013,405.94,404.5,405.94,404.5,,0.72%,USD
2625,08/26/2013,403.02,405.5,405.92,403.02,,-0.75%,USD
2626,08/23/2013,406.08,405.5,406.08,405.25,,0.76%,USD
2627,08/22/2013,403.02,405.5,406.1,403.02,,-0.98%,USD
2628,08/21/2013,407.0,405.5,407.0,404.75,,0.16%,USD
2629,08/20/2013,406.35,405.5,406.35,405.0,,-0.16%,USD
2630,08/19/2013,407.0,405.5,407.0,405.5,,0.00%,USD
2631,08/16/2013,407.0,405.5,407.67,404.75,,0.12%,USD
2632,08/15/2013,406.5,405.5,406.75,405.25,,-0.11%,USD
2633,08/14/2013,406.94,406.0,406.94,405.5,,-0.05%,USD
2634,08/13/2013,407.13,406.0,407.13,405.25,,-0.10%,USD
2635,08/12/2013,407.53,406.0,407.53,405.25,,0.01%,USD
2636,08/09/2013,407.48,405.75,407.48,405.0,,-0.27%,USD
2637,08/08/2013,408.6,407.0,408.6,406.0,,-0.49%,USD
2638,08/07/2013,410.61,408.25,410.61,406.5,,0.00%,USD
2639,08/06/2013,410.61,409.5,410.61,407.5,,0.00%,USD
2640,08/05/2013,410.61,409.5,410.61,409.5,,-0.07%,USD
2641,08/02/2013,410.88,409.25,410.88,409.25,,0.21%,USD
2642,08/01/2013,410.0,409.5,410.75,408.5,,0.12%,USD
2643,07/31/2013,409.5,409.5,410.5,408.5,,-0.09%,USD
2644,07/30/2013,409.88,409.5,411.12,408.25,,0.00%,USD
2645,07/29/2013,409.88,409.5,411.12,408.25,,-0.09%,USD
2646,07/26/2013,410.25,409.75,411.25,409.0,,-0.10%,USD
2647,07/25/2013,410.66,409.5,410.66,409.5,,-0.02%,USD
2648,07/24/2013,410.75,409.5,410.75,409.25,,0.00%,USD
2649,07/23/2013,410.75,409.5,411.22,408.5,,0.33%,USD
2650,07/22/2013,409.38,408.5,410.62,408.25,,0.80%,USD
2651,07/19/2013,406.13,409.0,410.27,406.13,,-1.06%,USD
2652,07/18/2013,410.5,409.5,411.89,409.25,,0.05%,USD
2653,07/17/2013,410.3,409.5,410.3,409.5,,0.77%,USD
2654,07/16/2013,407.16,409.5,410.24,407.16,,-0.67%,USD
2655,07/15/2013,409.9,409.5,409.9,409.5,,0.03%,USD
2656,07/12/2013,409.78,409.5,409.78,408.5,,-0.30%,USD
2657,07/11/2013,411.0,409.5,412.2,408.5,,-0.12%,USD
2658,07/10/2013,411.5,410.5,411.5,409.5,,-0.06%,USD
2659,07/09/2013,411.76,410.5,411.76,410.25,,0.06%,USD
2660,07/08/2013,411.5,410.5,411.5,410.5,,0.00%,USD
2661,07/05/2013,411.5,410.5,411.5,410.5,,-0.12%,USD
2662,07/04/2013,412.0,409.0,413.01,408.5,,0.06%,USD
2663,07/03/2013,411.75,410.5,412.55,410.25,,0.12%,USD
2664,07/02/2013,411.25,408.2,411.75,408.2,,0.03%,USD
2665,07/01/2013,411.12,410.5,411.88,408.5,,0.33%,USD
2666,06/28/2013,409.75,408.5,411.75,408.0,,0.02%,USD
2667,06/27/2013,409.65,410.5,411.85,407.75,,0.04%,USD
2668,06/26/2013,409.5,410.5,411.75,408.25,,-0.12%,USD
2669,06/25/2013,410.0,410.5,411.95,408.75,,-0.06%,USD
2670,06/24/2013,410.25,411.0,412.89,409.0,,-0.25%,USD
2671,06/21/2013,411.28,411.0,411.28,410.5,,0.31%,USD
2672,06/20/2013,410.0,412.5,413.5,409.0,,-0.23%,USD
2673,06/19/2013,410.96,412.5,412.5,410.96,,-0.10%,USD
2674,06/18/2013,411.38,412.5,414.89,409.42,,-0.36%,USD
2675,06/17/2013,412.88,412.5,414.12,411.25,,-0.33%,USD
2676,06/14/2013,414.25,412.5,414.93,412.5,,0.12%,USD
2677,06/13/2013,413.75,407.75,413.75,407.75,,0.67%,USD
2678,06/12/2013,411.0,412.5,414.0,408.25,,0.09%,USD
2679,06/11/2013,410.62,412.5,414.38,408.75,,-0.59%,USD
2680,06/10/2013,413.06,412.5,413.06,410.25,,0.11%,USD
2681,06/07/2013,412.62,413.5,415.51,411.25,,-0.39%,USD
2682,06/06/2013,414.25,414.0,416.42,412.75,,-0.18%,USD
2683,06/05/2013,415.0,415.0,417.02,413.25,,-0.15%,USD
2684,06/04/2013,415.62,415.5,418.21,414.25,,-0.21%,USD
2685,06/03/2013,416.5,415.5,418.22,415.5,,-0.17%,USD
2686,05/31/2013,417.22,415.5,417.22,415.5,,0.88%,USD
2687,05/30/2013,413.58,415.5,416.71,413.58,,0.06%,USD
2688,05/29/2013,413.35,415.5,416.47,413.35,,-0.76%,USD
2689,05/28/2013,416.5,415.5,416.5,415.5,,0.00%,USD
2690,05/27/2013,416.5,415.35,416.5,415.35,,0.09%,USD
2691,05/24/2013,416.12,415.0,416.88,414.5,,0.15%,USD
2692,05/23/2013,415.5,415.5,416.0,413.0,,0.06%,USD
2693,05/22/2013,415.25,415.5,417.4,414.0,,-0.12%,USD
2694,05/21/2013,415.75,415.5,418.83,414.0,,0.44%,USD
2695,05/20/2013,413.94,415.5,417.16,413.94,,-0.77%,USD
2696,05/17/2013,417.15,416.0,417.15,415.5,,0.11%,USD
2697,05/16/2013,416.69,415.5,416.69,415.5,,0.01%,USD
2698,05/15/2013,416.64,415.5,416.64,415.5,,0.02%,USD
2699,05/14/2013,416.56,415.5,416.56,415.5,,0.01%,USD
2700,05/13/2013,416.5,414.5,417.0,414.5,,0.24%,USD
2701,05/10/2013,415.5,414.5,415.5,414.5,,0.00%,USD
2702,05/09/2013,415.5,414.5,415.5,414.5,,0.06%,USD
2703,05/08/2013,415.25,414.5,415.5,414.25,,0.02%,USD
2704,05/07/2013,415.17,414.5,415.17,414.25,,-0.08%,USD
2705,05/06/2013,415.5,413.97,416.45,413.97,,1.22%,USD
2706,05/03/2013,410.5,413.5,414.97,409.5,,-0.42%,USD
2707,05/02/2013,412.25,409.5,414.25,409.5,,0.43%,USD
2708,05/01/2013,410.5,409.5,410.5,409.5,,0.00%,USD
2709,04/30/2013,410.5,411.5,412.5,409.5,,-0.12%,USD
2710,04/29/2013,411.0,411.33,412.75,409.0,,0.18%,USD
2711,04/26/2013,410.25,410.0,412.75,409.0,,-0.30%,USD
2712,04/25/2013,411.5,411.5,414.25,410.25,,-0.36%,USD
2713,04/24/2013,413.0,411.5,413.0,411.5,,0.00%,USD
2714,04/23/2013,413.0,412.5,415.89,411.5,,-0.15%,USD
2715,04/22/2013,413.62,414.0,417.44,412.75,,-0.39%,USD
2716,04/19/2013,415.25,415.5,417.5,414.0,,-0.15%,USD
2717,04/18/2013,415.88,416.25,417.69,411.64,,-0.39%,USD
2718,04/17/2013,417.5,416.25,417.9,415.25,,0.24%,USD
2719,04/16/2013,416.5,416.25,418.25,415.25,,0.03%,USD
2720,04/15/2013,416.38,416.25,418.77,415.25,,-0.21%,USD
2721,04/12/2013,417.25,416.0,419.34,415.75,,-0.03%,USD
2722,04/11/2013,417.38,416.25,417.88,416.0,,-0.03%,USD
2723,04/10/2013,417.5,416.25,418.25,416.25,,-0.27%,USD
2724,04/09/2013,418.62,416.25,419.12,416.25,,-0.06%,USD
2725,04/08/2013,418.88,416.25,418.88,416.25,,0.33%,USD
2726,04/05/2013,417.5,416.25,417.5,416.25,,0.00%,USD
2727,04/04/2013,417.5,416.25,418.25,416.25,,-0.06%,USD
2728,04/03/2013,417.75,416.5,417.75,416.0,,0.12%,USD
2729,04/02/2013,417.25,417.5,419.0,415.75,,-0.42%,USD
2730,04/01/2013,419.0,417.5,419.0,417.5,,0.00%,USD
2731,03/29/2013,419.0,417.0,419.0,416.75,,0.03%,USD
2732,03/28/2013,418.88,418.25,419.88,417.25,,-0.12%,USD
2733,03/27/2013,419.38,417.5,419.38,417.5,,0.09%,USD
2734,03/26/2013,419.0,417.5,419.0,417.5,,0.36%,USD
2735,03/25/2013,417.5,417.5,418.75,416.25,,-0.36%,USD
2736,03/22/2013,419.0,417.25,419.0,417.25,,0.00%,USD
2737,03/21/2013,419.0,417.0,419.0,417.0,,0.00%,USD
2738,03/20/2013,419.0,414.5,419.0,414.5,,0.72%,USD
2739,03/19/2013,416.0,414.5,417.0,414.5,,0.00%,USD
2740,03/18/2013,416.0,414.0,416.0,413.5,,0.21%,USD
2741,03/15/2013,415.12,413.25,415.12,413.25,,0.15%,USD
2742,03/14/2013,414.5,413.25,414.5,413.25,,0.03%,USD
2743,03/13/2013,414.38,409.5,414.38,409.5,,0.33%,USD
2744,03/12/2013,413.0,409.5,413.0,409.5,,0.43%,USD
2745,03/11/2013,411.25,409.5,411.25,409.5,,0.18%,USD
2746,03/08/2013,410.5,409.5,410.5,409.5,,0.00%,USD
2747,03/07/2013,410.5,409.5,411.0,409.5,,0.00%,USD
2748,03/06/2013,410.5,409.0,410.5,409.0,,0.09%,USD
2749,03/05/2013,410.12,409.75,411.12,409.0,,-0.18%,USD
2750,03/04/2013,410.88,410.0,411.62,409.5,,-0.03%,USD
2751,03/01/2013,411.0,408.0,411.0,408.0,,0.43%,USD
2752,02/28/2013,409.25,408.0,409.75,408.0,,0.03%,USD
2753,02/27/2013,409.12,408.0,409.12,407.75,,0.00%,USD
2754,02/26/2013,409.12,408.25,409.62,408.0,,-0.06%,USD
2755,02/25/2013,409.38,406.0,409.38,406.0,,0.34%,USD
2756,02/22/2013,408.0,406.0,408.0,406.0,,0.25%,USD
2757,02/21/2013,407.0,406.0,407.0,406.0,,0.00%,USD
2758,02/20/2013,407.0,406.0,407.0,405.5,,0.00%,USD
2759,02/19/2013,407.0,405.5,407.0,405.5,,0.12%,USD
2760,02/18/2013,406.5,405.5,406.5,405.5,,-0.03%,USD
2761,02/15/2013,406.62,405.25,406.62,405.25,,0.06%,USD
2762,02/14/2013,406.38,406.0,407.12,405.25,,-0.15%,USD
2763,02/13/2013,407.0,405.5,407.0,405.5,,0.12%,USD
2764,02/12/2013,406.5,405.5,406.5,405.5,,0.00%,USD
2765,02/11/2013,406.5,405.0,406.5,404.5,,0.09%,USD
2766,02/08/2013,406.12,405.0,406.12,404.5,,0.03%,USD
2767,02/07/2013,406.0,404.5,406.5,404.5,,0.00%,USD
2768,02/06/2013,406.0,404.0,406.75,404.0,,0.19%,USD
2769,02/05/2013,405.25,404.5,406.25,404.0,,-0.06%,USD
2770,02/04/2013,405.5,405.0,406.5,404.5,,-0.25%,USD
2771,02/01/2013,406.5,405.25,407.0,405.0,,0.03%,USD
2772,01/31/2013,406.38,405.0,406.38,405.0,,-0.03%,USD
2773,01/30/2013,406.5,406.0,407.5,404.75,,-0.25%,USD
2774,01/29/2013,407.5,404.5,407.5,404.5,,0.37%,USD
2775,01/28/2013,406.0,405.57,407.07,404.5,,-0.47%,USD
2776,01/25/2013,407.91,404.5,407.91,404.5,,0.47%,USD
2777,01/24/2013,406.0,403.5,406.0,403.5,,0.25%,USD
2778,01/23/2013,405.0,405.0,406.5,403.25,,-0.37%,USD
2779,01/22/2013,406.5,405.0,406.5,404.0,,0.00%,USD
2780,01/21/2013,406.5,406.0,408.0,405.0,,-0.18%,USD
2781,01/18/2013,407.25,405.5,407.25,405.5,,0.06%,USD
